% Edge sensor logfile log_20240301_171536.564/log_edge.txt
% 	Calib white 198 345 561 652 714 726 681 594
% 	Calib black 106 125 123 105 109 117 111 105
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709309741.7823 0 0.000 0.000 0.0000
1709309741.7910 0 0.000 0.000 0.0000
1709309741.7992 0 0.000 0.000 0.0000
1709309741.8070 0 0.000 0.000 0.0000
1709309741.8153 0 0.000 0.000 0.0000
1709309741.8224 0 0.000 0.000 0.0000
1709309741.8312 0 0.000 0.000 0.0000
1709309741.8400 0 0.000 0.000 0.0000
1709309741.8472 0 0.000 0.000 0.0000
1709309741.8545 0 0.000 0.000 0.0000
1709309741.8627 0 0.000 0.000 0.0000
1709309741.8708 0 0.000 0.000 0.0000
1709309741.8783 0 0.000 0.000 0.0000
1709309741.8865 0 0.000 0.000 0.0000
